,fiscal_year,buyer_name,tender/stage,tender/mainProcurementCategory,awardee,tender_count,avg_comp,award_val
1851,2022-2023,Public Works Building and NH Department,AOC,Works,['JBS CONSTRUCTION'],1.0,-1.0,15945543.0
1852,2022-2023,Public Works Building and NH Department,AOC,Works,['JC Construction Pvt Ltd'],1.0,3.0,425967490.0
1853,2022-2023,Public Works Building and NH Department,AOC,Works,['JEHIRUL ISLAM'],1.0,-1.0,34381889.0
1854,2022-2023,Public Works Building and NH Department,AOC,Works,['JILIMA BEGUM CHOUDHURY'],1.0,3.0,4639162.0
1855,2022-2023,Public Works Building and NH Department,AOC,Works,['JITU GOURA'],1.0,-1.0,5795028.0
1856,2022-2023,Public Works Building and NH Department,AOC,Works,['JYOTI CONSTRO COMMERCIALS'],1.0,-1.0,26150236.0
1857,2022-2023,Public Works Building and NH Department,AOC,Works,['Jackson Daimary'],1.0,4.0,5815603.0
1858,2022-2023,Public Works Building and NH Department,AOC,Works,['Jitul Das'],1.0,-1.0,5520093.0
1859,2022-2023,Public Works Building and NH Department,AOC,Works,['K S Infratech'],3.0,0.6666666666666666,23945684.0
1860,2022-2023,Public Works Building and NH Department,AOC,Works,['KHAGENDRA NATH SARKAR'],1.0,4.0,5815600.0
1861,2022-2023,Public Works Building and NH Department,AOC,Works,['KHAIRUL HOQUE CHOUDHURY'],1.0,-1.0,2050903.0
1862,2022-2023,Public Works Building and NH Department,AOC,Works,['KMV Projects Limited'],1.0,3.0,4210156946.0
1863,2022-2023,Public Works Building and NH Department,AOC,Works,['KULEN HAZARIKA'],3.0,-1.0,187210245.0
1864,2022-2023,Public Works Building and NH Department,AOC,Works,['KUSHAN CHOUDHURY'],1.0,-1.0,113586066.0
1865,2022-2023,Public Works Building and NH Department,AOC,Works,['Kalyan Chetia'],1.0,-1.0,5700482.0
1866,2022-2023,Public Works Building and NH Department,AOC,Works,['Kamal Singh Dugar'],1.0,-1.0,2903182.0
1867,2022-2023,Public Works Building and NH Department,AOC,Works,['Kamrup Enterprise'],1.0,-1.0,5660000.0
1868,2022-2023,Public Works Building and NH Department,AOC,Works,['Kazimuddin Ahmed'],1.0,-1.0,2167795.0
1869,2022-2023,Public Works Building and NH Department,AOC,Works,['Khem Sarma'],1.0,-1.0,5232671.0
1870,2022-2023,Public Works Building and NH Department,AOC,Works,['Khitish Ojha'],3.0,0.0,75565266.0
1871,2022-2023,Public Works Building and NH Department,AOC,Works,['L N Malviya Infra Projects Pvt. Ltd.'],1.0,-1.0,58433600.0
1872,2022-2023,Public Works Building and NH Department,AOC,Works,['L. S. ENTERPRISE'],1.0,-1.0,2394400.0
1873,2022-2023,Public Works Building and NH Department,AOC,Works,['LIVING SPACES'],1.0,-1.0,6225000.0
1874,2022-2023,Public Works Building and NH Department,AOC,Works,['LUIT VALLEY ENGINEERING PVT.LTD.'],1.0,4.0,109780089.0
1875,2022-2023,Public Works Building and NH Department,AOC,Works,['Larsen & Toubro Limited Residential BU'],1.0,-1.0,5870500000.0
1876,2022-2023,Public Works Building and NH Department,AOC,Works,['Larsen and Toubro Limited'],1.0,-1.0,4206391735.0
1877,2022-2023,Public Works Building and NH Department,AOC,Works,['M.K. Enterprise'],1.0,4.0,4282425.0
1878,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S AK ENTERPRISE'],2.0,-1.0,10703754.0
1879,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S Azad Constructions'],1.0,-1.0,5515512.0
1880,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S B.N.Garodia Construction & Engineering Pvt.Ltd.'],2.0,-1.0,18662501.0
1881,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S BANIK ENTERPRISE'],1.0,-1.0,32846200.0
1882,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S D. S. ENTERPRISE'],1.0,-1.0,11313594.0
1883,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S DHANSIRI ASSOCIATES'],3.0,-1.0,508392005.0
1884,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S Dulu Mani Rajkhowa'],1.0,-1.0,12057277.0
1885,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S HORIZON ENTERPRISE'],1.0,-1.0,3925000.0
1886,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S Hab Enterprise'],3.0,-1.0,24023049.0
1887,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S INFRASPREAD SERVICES'],1.0,-1.0,19409930.0
1888,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S J C Associates'],2.0,0.5,57042595.0
1889,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S K.K Enterprise'],1.0,5.0,110196949.0
1890,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S KENGE CONSTRUCTION CO.'],2.0,4.0,1163982328.0
1891,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S L.A. ENTERPRISE'],2.0,-1.0,34384327.0
1892,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S M.Bee Traders'],3.0,0.3333333333333333,156270642.0
1893,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S MAHAABALA CONSTRUCTION PVT. LTD.'],1.0,-1.0,27222562.0
1894,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S MONOJ ENTERPRISE'],1.0,-1.0,5699301.0
1895,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S Mayur Associates'],1.0,-1.0,109120000.0
1896,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S N T CONSTRUCTION'],4.0,0.0,31009453.0
1897,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S N.K. CONSTRUCTION'],6.0,-0.5,36463896.0
1898,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S Nabajit Traders And Engineers'],2.0,-1.0,51534088.0
1899,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S R D ASSOCIATES'],2.0,-1.0,5933091.0
1900,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S RAJSHEKHAR CONSTRUCTIONS PVT LTD'],2.0,-1.0,611128990.0
1901,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S S S ENTERPRISE'],2.0,-1.0,11848269.0
1902,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S S.S. ENTERPRISE'],1.0,-1.0,119899487.0
1903,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S SARAIGHAT TRADERS'],1.0,-1.0,6378275.0
1904,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S SUNRISE ENTERPRISE'],1.0,-1.0,113418801.0
1905,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S V. G. CONSTRUCTION'],2.0,1.5,26118378.0
1906,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S. BHARAT NIRMAAN TEKNO CONSULTANTS & ENGINEERS'],1.0,-1.0,3555466.0
1907,2022-2023,Public Works Building and NH Department,AOC,Works,['M/S. M.P. AGARWALLA'],2.0,-1.0,220573790.0
1908,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s M.P. Khaitan'],1.0,-1.0,533809480.0
1909,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s Macrocosm Builders'],1.0,-1.0,8911864.0
1910,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s N.C. Enterprise'],1.0,-1.0,10997886.0
1911,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s NARAYAN MUKHERJEE AND CO'],1.0,-1.0,38620000.0
1912,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s Pater Enterprise'],2.0,-1.0,50235000.0
1913,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s Sanwarmal Khetawat'],1.0,-1.0,19851503.0
1914,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s. Ashirvad Associates'],1.0,4.0,115052153.0
1915,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s. GEOTECH'],1.0,-1.0,2795775.0
1916,2022-2023,Public Works Building and NH Department,AOC,Works,['M/s. Goswami Enterprise'],2.0,-1.0,7857594.0
1917,2022-2023,Public Works Building and NH Department,AOC,Works,['MAA ENTERPRISE'],2.0,-1.0,7985070.0
1918,2022-2023,Public Works Building and NH Department,AOC,Works,['MAHABAHU BUILD INDIA PRIVATE LIMITED'],1.0,-1.0,19900000.0
1919,2022-2023,Public Works Building and NH Department,AOC,Works,['MANJU DAIMARI'],1.0,4.0,5815000.0
1920,2022-2023,Public Works Building and NH Department,AOC,Works,['MEERA DAIMARI'],1.0,-1.0,5799999.0
1921,2022-2023,Public Works Building and NH Department,AOC,Works,['MISS MAYABATI BRAHMA'],1.0,-1.0,4002572.0
1922,2022-2023,Public Works Building and NH Department,AOC,Works,['MS MANAB JYOTI GOGOI AND CO.'],4.0,0.75,123965228.0
1923,2022-2023,Public Works Building and NH Department,AOC,Works,['MS PA ENTERPRISE'],2.0,6.5,163618921.0
1924,2022-2023,Public Works Building and NH Department,AOC,Works,['MS SB ENTERPRISES'],1.0,-1.0,8618256.0
1925,2022-2023,Public Works Building and NH Department,AOC,Works,['MS UDAY ENTERPRISE'],7.0,-0.42857142857142855,73872069.86
1926,2022-2023,Public Works Building and NH Department,AOC,Works,['MUSSADDIK IQBAL HAZARIKA'],1.0,-1.0,5524832.0
1927,2022-2023,Public Works Building and NH Department,AOC,Works,['Matlebuddin Ahmed'],1.0,4.0,3685640.0
1928,2022-2023,Public Works Building and NH Department,AOC,Works,['Md Nabirul Islam'],1.0,3.0,104281436.0
1929,2022-2023,Public Works Building and NH Department,AOC,Works,['Md. Nawaj Ali'],1.0,-1.0,8925033.0
1930,2022-2023,Public Works Building and NH Department,AOC,Works,['Md. Saduddin Ahmed'],1.0,3.0,5961003.0
1931,2022-2023,Public Works Building and NH Department,AOC,Works,['Milan Deka'],2.0,1.5,14360000.0
1932,2022-2023,Public Works Building and NH Department,AOC,Works,['Mohinis Trade and Construction'],6.0,2.0,35497088.0
1933,2022-2023,Public Works Building and NH Department,AOC,Works,['Mousum Bora'],1.0,-1.0,125395999.0
1934,2022-2023,Public Works Building and NH Department,AOC,Works,['Mr. Arupjyoti Gohain'],3.0,-1.0,18231900.0
1935,2022-2023,Public Works Building and NH Department,AOC,Works,['Ms Ragia Ku Enterprises'],1.0,-1.0,482500000.0
1936,2022-2023,Public Works Building and NH Department,AOC,Works,['NANDAN DAS'],2.0,4.0,1880072.94
1937,2022-2023,Public Works Building and NH Department,AOC,Works,['NCC Limited'],1.0,-1.0,4405000000.0
1938,2022-2023,Public Works Building and NH Department,AOC,Works,['NK AGARWALLA'],2.0,-1.0,33751069.0
1939,2022-2023,Public Works Building and NH Department,AOC,Works,['National Projects Construction Corporation Limited'],1.0,5.0,12500000.0
1940,2022-2023,Public Works Building and NH Department,AOC,Works,['Nipul Kalita'],1.0,-1.0,216161853.0
1941,2022-2023,Public Works Building and NH Department,AOC,Works,['Nitumoni Bezbaruah'],1.0,-1.0,2943437.0
1942,2022-2023,Public Works Building and NH Department,AOC,Works,['O.P.GARODIA'],2.0,-1.0,319750220.0
1943,2022-2023,Public Works Building and NH Department,AOC,Works,['OM CONSTRUCTIONS SHAMBHAVI PRIVATE LIMITED'],1.0,-1.0,116999636.0
1944,2022-2023,Public Works Building and NH Department,AOC,Works,['OM CONSTRUCTIONS'],3.0,-1.0,1595685867.0
1945,2022-2023,Public Works Building and NH Department,AOC,Works,['ORIENTAL ENGINEERS'],1.0,-1.0,454883320.0
1946,2022-2023,Public Works Building and NH Department,AOC,Works,['PALASH MONI GOSWAMI'],1.0,-1.0,3704248.0
1947,2022-2023,Public Works Building and NH Department,AOC,Works,['PANKAJ BAKATIAL'],1.0,1.0,6094245.0
1948,2022-2023,Public Works Building and NH Department,AOC,Works,['PIJUSH DAS'],1.0,-1.0,12143000.0
1949,2022-2023,Public Works Building and NH Department,AOC,Works,['PINTU PAUL'],1.0,-1.0,6183196.55
1950,2022-2023,Public Works Building and NH Department,AOC,Works,['POOJA ASSOCIATES(CONTRACT DIVN)'],1.0,1.0,134331509.0
1951,2022-2023,Public Works Building and NH Department,AOC,Works,['PRABHU AGARWALLA CONSTRUCTION PVT LTD'],1.0,-1.0,124064355.0
1952,2022-2023,Public Works Building and NH Department,AOC,Works,['PRADIP KUMAR THAKUR'],1.0,-1.0,2915300.0
1953,2022-2023,Public Works Building and NH Department,AOC,Works,['PRANAB BHUYAN'],1.0,-1.0,6746708.0
1954,2022-2023,Public Works Building and NH Department,AOC,Works,['PRANJIT KUMAR NATH'],1.0,-1.0,3189867.0
1955,2022-2023,Public Works Building and NH Department,AOC,Works,['PRIYANKA TAMULI'],1.0,-1.0,6632000.0
1956,2022-2023,Public Works Building and NH Department,AOC,Works,['PRONOYJYOTI DANGORIA'],1.0,4.0,5234052.0
1957,2022-2023,Public Works Building and NH Department,AOC,Works,['Pabitra Saikia'],1.0,-1.0,31749772.0
1958,2022-2023,Public Works Building and NH Department,AOC,Works,['Power Tools and Engineering'],1.0,-1.0,119481115.0
1959,2022-2023,Public Works Building and NH Department,AOC,Works,['Prabir Mandal'],2.0,-1.0,12137184.0
1960,2022-2023,Public Works Building and NH Department,AOC,Works,['Pragoti Enterprise'],1.0,3.0,1914983.0
1961,2022-2023,Public Works Building and NH Department,AOC,Works,['Premdhan Construction Co'],2.0,-1.0,38088366.0
1962,2022-2023,Public Works Building and NH Department,AOC,Works,['Probin Dihingia'],1.0,-1.0,37550924.0
1963,2022-2023,Public Works Building and NH Department,AOC,Works,['RAJDIP CHOUDHURY'],2.0,-1.0,10723990.0
1964,2022-2023,Public Works Building and NH Department,AOC,Works,['Rajkhowas Aarchi'],1.0,4.0,1800000.0
1965,2022-2023,Public Works Building and NH Department,AOC,Works,['Rakibur Rahman'],1.0,-1.0,8180528.0
1966,2022-2023,Public Works Building and NH Department,AOC,Works,['Ramjilal Garodia'],1.0,-1.0,10950821.0
1967,2022-2023,Public Works Building and NH Department,AOC,Works,['Rank Projects and development private limited'],1.0,-1.0,454213514.0
1968,2022-2023,Public Works Building and NH Department,AOC,Works,['S K Integrated Consultants'],1.0,-1.0,414406450.0
1969,2022-2023,Public Works Building and NH Department,AOC,Works,['SAMARJIT BEZBARUAH'],1.0,-1.0,4250199.0
1970,2022-2023,Public Works Building and NH Department,AOC,Works,['SAMIM AKHTER CHOUDHURY'],1.0,-1.0,10767657.77
1971,2022-2023,Public Works Building and NH Department,AOC,Works,['SAMSUL HOQUE CHOUDHURY'],3.0,-1.0,4215926.51
1972,2022-2023,Public Works Building and NH Department,AOC,Works,['SANTANOO MORAN'],5.0,0.2,14645939.0
1973,2022-2023,Public Works Building and NH Department,AOC,Works,['SAURAV PHUKAN'],1.0,-1.0,5141000.0
1974,2022-2023,Public Works Building and NH Department,AOC,Works,['SHAMIM UDDIN CHOUDHURY'],1.0,-1.0,934125.0
1975,2022-2023,Public Works Building and NH Department,AOC,Works,['SHAROT CHANGMAI'],1.0,-1.0,5524076.24
1976,2022-2023,Public Works Building and NH Department,AOC,Works,['SHREE GAUTAM CONSTRUCTION CO. LTD.'],3.0,-1.0,771770382.0
1977,2022-2023,Public Works Building and NH Department,AOC,Works,['SHRI PRADIP KAR'],1.0,-1.0,29912600.0
1978,2022-2023,Public Works Building and NH Department,AOC,Works,['SISIR KUMAR BHARALI'],1.0,-1.0,4951133.0
1979,2022-2023,Public Works Building and NH Department,AOC,Works,['SOLUTUS CONSULTING ENGINEERS PRIVATE LIMITED'],1.0,-1.0,7200000.0
1980,2022-2023,Public Works Building and NH Department,AOC,Works,['SOURAV DAS'],2.0,0.5,11620000.0
1981,2022-2023,Public Works Building and NH Department,AOC,Works,['SRI ABDUL MATIN'],4.0,-1.0,56157825.17
1982,2022-2023,Public Works Building and NH Department,AOC,Works,['SRI BIJAY KUMAR MORE'],1.0,-1.0,120890000.0
1983,2022-2023,Public Works Building and NH Department,AOC,Works,['SRI GAJEN BARMAN'],1.0,-1.0,5873518.0
1984,2022-2023,Public Works Building and NH Department,AOC,Works,['SRI HIRANYA PATHAK'],1.0,-1.0,13922251.0
1985,2022-2023,Public Works Building and NH Department,AOC,Works,['SRI NOBA KUMAR MORAN'],1.0,-1.0,3350715.0
1986,2022-2023,Public Works Building and NH Department,AOC,Works,['SRI SWADIP GOHAIN'],3.0,0.6666666666666666,33521362.0
1987,2022-2023,Public Works Building and NH Department,AOC,Works,['SUNDAR NATH MISHRA'],1.0,-1.0,15577285.0
1988,2022-2023,Public Works Building and NH Department,AOC,Works,['SWARAJ INFRA'],1.0,-1.0,141347000.0
1989,2022-2023,Public Works Building and NH Department,AOC,Works,['Santanu Chakrabarty'],2.0,-1.0,148710000.0
1990,2022-2023,Public Works Building and NH Department,AOC,Works,['Satya Prakash'],1.0,-1.0,6746708.0
1991,2022-2023,Public Works Building and NH Department,AOC,Works,['Shree Gautam Construction Co. Ltd.'],5.0,-1.0,6933114369.0
1992,2022-2023,Public Works Building and NH Department,AOC,Works,['Simanta Das'],1.0,-1.0,4885000.48
1993,2022-2023,Public Works Building and NH Department,AOC,Works,['Skyline Architectural Consultant'],1.0,-1.0,6200000.0
1994,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Abdul Bachit'],1.0,-1.0,99076909.0
1995,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Beekey Agarwala'],3.0,-1.0,16461998.0
1996,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Dilip Kumar Deka'],1.0,-1.0,3220000.0
1997,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Girin Chutia'],1.0,5.0,5599999.0
1998,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Hemanta Gogoi'],1.0,-1.0,5813589.0
1999,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Hemanta Moran'],3.0,0.0,12525138.0
2000,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Hrishikesh Baishya'],1.0,-1.0,4099799.0
2001,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Manoj Kr Sarmah'],3.0,-1.0,108895326.0
2002,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Mrinal Kanti Acharjee'],2.0,-1.0,19368973.0
2003,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Mrinal Saikia'],1.0,-1.0,15861300.0
2004,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Nirmalendu Ghosh'],1.0,-1.0,38000000.0
2005,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Peheisang Raimme'],1.0,-1.0,18470993.0
2006,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Rajdeep Bezbaruah'],1.0,-1.0,7856037.0
2007,2022-2023,Public Works Building and NH Department,AOC,Works,['Sri Ransingh Daimari'],1.0,-1.0,6105000.0
2008,2022-2023,Public Works Building and NH Department,AOC,Works,['Sulabh Dohutia'],3.0,-1.0,13110795.0
2009,2022-2023,Public Works Building and NH Department,AOC,Works,['Sunwin Energy and Infra Pvt Ltd'],1.0,-1.0,113987707.0
2010,2022-2023,Public Works Building and NH Department,AOC,Works,['Tikandrajit Moran'],2.0,-1.0,9007123.0
2011,2022-2023,Public Works Building and NH Department,AOC,Works,['Tribeni Constructions Limited'],1.0,-1.0,421353000.0
2012,2022-2023,Public Works Building and NH Department,AOC,Works,['UPEN SAIKIA'],1.0,-1.0,6087000.0
2013,2022-2023,Public Works Building and NH Department,AOC,Works,['UTPAL JYOTI KALITA'],1.0,-1.0,17273359.0
2014,2022-2023,Public Works Building and NH Department,AOC,Works,['VERSHA TECHNOTRADE PVT LTD'],1.0,-1.0,169889004.0
2015,2022-2023,Public Works Building and NH Department,AOC,Works,['WAPCOS LTD.'],1.0,-1.0,29500000.0
2016,2022-2023,Public Works Building and NH Department,AOC,Works,['atw india pvt ltd'],1.0,-1.0,38710000.0
2017,2022-2023,Public Works Building and NH Department,AOC,Works,['biswajit banik'],1.0,-1.0,40251895.0
2018,2022-2023,Public Works Building and NH Department,AOC,Works,['galaxy enterprise'],1.0,-1.0,119089776.0
2019,2022-2023,Public Works Building and NH Department,AOC,Works,['garodia construction company'],1.0,-1.0,18935895.0
2020,2022-2023,Public Works Building and NH Department,AOC,Works,['hemanga borah'],1.0,-1.0,5524832.0
2021,2022-2023,Public Works Building and NH Department,AOC,Works,['kabuj mahmud laskar'],1.0,3.0,6408131.64
2022,2022-2023,Public Works Building and NH Department,AOC,Works,['m/s chandan gogoi'],1.0,-1.0,113574500.0
2023,2022-2023,Public Works Building and NH Department,AOC,Works,['m/s pranjal construction'],2.0,-1.0,12096476.0
2024,2022-2023,Public Works Building and NH Department,AOC,Works,['sontush borah'],1.0,-1.0,5885404.28
2025,2022-2023,Public Works Building and NH Department,AOC,Works,['surendra nath saikia'],1.0,-1.0,5117728.0
2026,2022-2023,Public Works Roads Department,AOC,Goods,['Dipak Tipomia'],1.0,-1.0,3050331.9
2027,2022-2023,Public Works Roads Department,AOC,Works,['18ABBFM2733Q1ZV'],1.0,2.0,10158300.0
2028,2022-2023,Public Works Roads Department,AOC,Works,['ABBASUZ ZAMAN'],1.0,-1.0,3150000.0
2029,2022-2023,Public Works Roads Department,AOC,Works,['ABDUL GOFUR MOLLAH'],1.0,-1.0,99144000.0
2030,2022-2023,Public Works Roads Department,AOC,Works,['ABDUL HASIM'],1.0,5.0,11781900.0
2031,2022-2023,Public Works Roads Department,AOC,Works,['ABDUL MONNAF MONDAL'],1.0,5.0,9420300.0
2032,2022-2023,Public Works Roads Department,AOC,Works,['ABDUL ROUF CHOUDHURY'],1.0,-1.0,16015200.0
2033,2022-2023,Public Works Roads Department,AOC,Works,['ABDUR RAHMAN'],1.0,1.0,3983833.0
2034,2022-2023,Public Works Roads Department,AOC,Works,['ABDUR REKIB'],5.0,2.4,211381570.8
2035,2022-2023,Public Works Roads Department,AOC,Works,['ABHIJIT BARUAH'],1.0,3.0,9048600.0
2036,2022-2023,Public Works Roads Department,AOC,Works,['ABHIJIT BORDOLOI'],1.0,7.0,12079100.0
2037,2022-2023,Public Works Roads Department,AOC,Works,['ABHIJIT PATOWARY'],4.0,0.75,425740200.0
2038,2022-2023,Public Works Roads Department,AOC,Works,['ABL CONSTRUCTION'],1.0,5.0,6651390.0
2039,2022-2023,Public Works Roads Department,AOC,Works,['ABdul Basit Choudhury'],1.0,2.0,2506768.0
2040,2022-2023,Public Works Roads Department,AOC,Works,['ACHINTA NARZARY'],1.0,3.0,342136800.0
2041,2022-2023,Public Works Roads Department,AOC,Works,['ACME (INDIA)'],2.0,1.0,22174000.0
2042,2022-2023,Public Works Roads Department,AOC,Works,['AGH CONSTRUCTIONS PRIVATE LIMITED'],1.0,-1.0,473704200.0
2043,2022-2023,Public Works Roads Department,AOC,Works,['AGH CONSTRUCTIONS'],1.0,-1.0,167170786.0
2044,2022-2023,Public Works Roads Department,AOC,Works,['AJOY NARZARY'],1.0,-1.0,17357400.0
2045,2022-2023,Public Works Roads Department,AOC,Works,['ALTAF HUSSAIN CHOUDHURY'],2.0,1.0,14379029.0
2046,2022-2023,Public Works Roads Department,AOC,Works,['AM CONSTRUCTION'],2.0,-1.0,10663676.0
2047,2022-2023,Public Works Roads Department,AOC,Works,['ANIL DAS CONSTRUCTION PVT LTD'],4.0,-0.25,105584464.0
2048,2022-2023,Public Works Roads Department,AOC,Works,['ANIL DAS'],3.0,0.0,116929087.0
2049,2022-2023,Public Works Roads Department,AOC,Works,['ANOWAR UZ ZAMAN AHMED'],1.0,-1.0,2958778.91
2050,2022-2023,Public Works Roads Department,AOC,Works,['APURBA BEZBARUAH'],1.0,-1.0,13881600.0
2051,2022-2023,Public Works Roads Department,AOC,Works,['APURBA SEN DEKA'],1.0,-1.0,43746800.0
2052,2022-2023,Public Works Roads Department,AOC,Works,['ARIFUR RAHMAN'],1.0,-1.0,119143800.0
2053,2022-2023,Public Works Roads Department,AOC,Works,['ARJUN SAHA'],2.0,-1.0,58043700.0
2054,2022-2023,Public Works Roads Department,AOC,Works,['ASHMITA ENTERPRISE'],1.0,-1.0,6515000.0
2055,2022-2023,Public Works Roads Department,AOC,Works,['ASIT KUMAR DEB'],1.0,-1.0,7407000.0
2056,2022-2023,Public Works Roads Department,AOC,Works,['Abdul Jobber Ali'],2.0,1.0,21617264.48
2057,2022-2023,Public Works Roads Department,AOC,Works,['Abdul Kayum'],1.0,-1.0,2764607.0
2058,2022-2023,Public Works Roads Department,AOC,Works,['Ajit Bhattacheryaa'],3.0,0.3333333333333333,18664900.0
2059,2022-2023,Public Works Roads Department,AOC,Works,['Alimuddin Mondal'],1.0,-1.0,9686700.0
2060,2022-2023,Public Works Roads Department,AOC,Works,['Aminur Rahman'],1.0,-1.0,5219861.73
2061,2022-2023,Public Works Roads Department,AOC,Works,['Amnsi Infratech Private Limited'],2.0,-1.0,26994600.0
2062,2022-2023,Public Works Roads Department,AOC,Works,['Anamul Haque laskar'],2.0,1.5,114361100.0
2063,2022-2023,Public Works Roads Department,AOC,Works,['Ananta Baruah'],1.0,-1.0,16046600.0
2064,2022-2023,Public Works Roads Department,AOC,Works,['Anil Kumar Das'],1.0,-1.0,10375200.0
2065,2022-2023,Public Works Roads Department,AOC,Works,['Anowar Hussain Zahid'],1.0,4.0,4721051.0
2066,2022-2023,Public Works Roads Department,AOC,Works,['Anuj Kumar Medok'],2.0,1.5,9893682.28
2067,2022-2023,Public Works Roads Department,AOC,Works,['Anup chakraborty'],2.0,2.0,7492350.0
2068,2022-2023,Public Works Roads Department,AOC,Works,['Anupam Saikia'],1.0,4.0,11301506.63
2069,2022-2023,Public Works Roads Department,AOC,Works,['Apurba Goswami'],1.0,-1.0,32462800.0
2070,2022-2023,Public Works Roads Department,AOC,Works,['Ariful Ahmed'],1.0,-1.0,11643300.0
2071,2022-2023,Public Works Roads Department,AOC,Works,['Ashok Kr Agarwala'],3.0,2.6666666666666665,133445378.0
2072,2022-2023,Public Works Roads Department,AOC,Works,['Aysha Parvin Choudhury'],1.0,4.0,4130283.52
2073,2022-2023,Public Works Roads Department,AOC,Works,['BAHARUL ISLAM MOZUMDER'],1.0,-1.0,105476400.0
2074,2022-2023,Public Works Roads Department,AOC,Works,['BARAK TRADERS'],2.0,4.5,10619921.0
2075,2022-2023,Public Works Roads Department,AOC,Works,['BHASKAR JYOTI GOGOI'],1.0,3.0,4613540.7
2076,2022-2023,Public Works Roads Department,AOC,Works,['BHASKAR JYOTI HALOI'],1.0,-1.0,49326300.0
2077,2022-2023,Public Works Roads Department,AOC,Works,['BHUSAN PAUL'],1.0,1.0,9608400.0
2078,2022-2023,Public Works Roads Department,AOC,Works,['BICHITRA BASUMATARY'],2.0,5.0,39072013.0
2079,2022-2023,Public Works Roads Department,AOC,Works,['BIJIT BORUAH'],1.0,5.0,4266982.9
2080,2022-2023,Public Works Roads Department,AOC,Works,['BIJIT BRAHMA'],1.0,-1.0,44479000.0
2081,2022-2023,Public Works Roads Department,AOC,Works,['BIJOY PATHAK'],2.0,1.5,17725535.0
2082,2022-2023,Public Works Roads Department,AOC,Works,['BIJU HAZARIKA AND ASCON (JV)'],1.0,-1.0,745087812.0
2083,2022-2023,Public Works Roads Department,AOC,Works,['BIMAN MUKHARJEE'],1.0,-1.0,27378000.0
2084,2022-2023,Public Works Roads Department,AOC,Works,['BINNI CONSTRUCTION'],1.0,-1.0,21785000.0
2085,2022-2023,Public Works Roads Department,AOC,Works,['BIPIN BORUAH'],1.0,3.0,3991967.75
2086,2022-2023,Public Works Roads Department,AOC,Works,['BIPUL GOGOI'],3.0,0.0,21412361.07
2087,2022-2023,Public Works Roads Department,AOC,Works,['BITUPON DOLEY'],1.0,-1.0,40140000.0
2088,2022-2023,Public Works Roads Department,AOC,Works,['Bado Ali'],1.0,3.0,11853000.0
2089,2022-2023,Public Works Roads Department,AOC,Works,['Badrul Haque Chowdhury'],1.0,-1.0,11930300.0
